code,title,va_code,node_code,match_type,token,range_size,mapping_note,icd10_crosswalk,curated_icd10_bucket,own_icd10_bucket
JB0D.1,Shock during or following labour or delivery,VAs-09.99,vas_09_99,range,JB0A.2-JB0D.1,39,ICD-11 2026-01 range JB0A.2-JB0D.1,O75.1,vas_09_99,vas_09_99
JB0D.2,"Pyrexia during labour, not elsewhere classified",VAs-09.06,vas_09_06,range,JB0D.2,1,ICD-11 2026-01 range JB0D.2,O75.2,vas_09_99,vas_09_99
JB0D.3,Other complications of obstetric surgery or procedures,VAs-09.99,vas_09_99,range,JB0D.3-JB0Z,8,ICD-11 2026-01 range JB0D.3-JB0Z,O75.4,vas_09_99,vas_09_99
JB0D.4,Delayed delivery after artificial rupture of membranes,VAs-09.99,vas_09_99,range,JB0D.3-JB0Z,8,ICD-11 2026-01 range JB0D.3-JB0Z,O75.5,vas_09_99,vas_09_99
JB0D.5,Delayed delivery after spontaneous or unspecified rupture of membranes,VAs-09.99,vas_09_99,range,JB0D.3-JB0Z,8,ICD-11 2026-01 range JB0D.3-JB0Z,O75.6,vas_09_99,vas_09_99
JB0D.6,Vaginal delivery following previous caesarean section,VAs-09.99,vas_09_99,range,JB0D.3-JB0Z,8,ICD-11 2026-01 range JB0D.3-JB0Z,O75.7,vas_09_99,vas_09_99
JB0D.7,"Failed application of vacuum extractor or forceps, unspecified",VAs-09.99,vas_09_99,range,JB0D.3-JB0Z,8,ICD-11 2026-01 range JB0D.3-JB0Z,O66.5,vas_09_05,vas_09_05
JB0D.8,"Failed trial of labour, unspecified",VAs-09.99,vas_09_99,range,JB0D.3-JB0Z,8,ICD-11 2026-01 range JB0D.3-JB0Z,O66.4,vas_09_05,vas_09_05
JB0D.Y,"Other specified complications of labour or delivery, not elsewhere classified",VAs-09.99,vas_09_99,range,JB0D.3-JB0Z,8,ICD-11 2026-01 range JB0D.3-JB0Z,O75.8,vas_09_99,vas_09_99
JB0Z,"Complications of labour or delivery, unspecified",VAs-09.99,vas_09_99,range,JB0D.3-JB0Z,8,ICD-11 2026-01 range JB0D.3-JB0Z,O60-O75,multiple:vas_09_04|vas_09_05|vas_09_06|vas_09_08|vas_09_99,multiple:vas_09_04|vas_09_05|vas_09_06|vas_09_08|vas_09_99
JB20,Single spontaneous delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O80,vas_09_99,vas_09_99
JB20.0,Single spontaneous vertex delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O80.0,vas_09_99,vas_09_99
JB20.1,Single spontaneous breech delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O80.1,vas_09_99,vas_09_99
JB20.Y,Single spontaneous delivery with other specified presentation,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O80.8,vas_09_99,vas_09_99
JB20.Z,"Single spontaneous delivery, unspecified",VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O80,vas_09_99,vas_09_99
JB21,Single delivery by forceps or vacuum extractor,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O81,vas_09_99,vas_09_99
JB22,Single delivery by caesarean section,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O82,vas_09_99,vas_09_99
JB22.0,Delivery by elective caesarean section,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O82.0,vas_09_99,vas_09_99
JB22.1,Delivery by emergency caesarean section,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O82.1,vas_09_99,vas_09_99
JB22.2,Single delivery by caesarean hysterectomy,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O82.2,vas_09_99,vas_09_99
JB22.Z,"Single delivery by caesarean section, unspecified",VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O82,vas_09_99,vas_09_99
JB23,Other assisted single delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O83,vas_09_99,vas_09_99
JB23.0,Breech extraction,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O83.0,vas_09_99,vas_09_99
JB23.1,Other assisted breech delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O83.1,vas_09_99,vas_09_99
JB23.2,Other manipulation-assisted delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O83.2,vas_09_99,vas_09_99
JB23.3,Delivery of viable fetus in abdominal pregnancy,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O83.3,vas_09_99,vas_09_99
JB23.4,Destructive operation for delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O83.4,vas_09_99,vas_09_99
JB23.Z,"Other assisted single delivery, unspecified",VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O83,vas_09_99,vas_09_99
JB24,Multiple delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O84,vas_09_99,vas_09_99
JB24.0,"Multiple delivery, all spontaneous",VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O84.0,vas_09_99,vas_09_99
JB24.1,"Multiple delivery, all by forceps or vacuum extractor",VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O84.1,vas_09_99,vas_09_99
JB24.2,"Multiple delivery, all by caesarean section",VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O84.2,vas_09_99,vas_09_99
JB24.3,Multiple delivery by combination of methods with caesarean,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O84,vas_09_99,vas_09_99
JB24.Y,Other specified multiple delivery,VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O84.8,vas_09_99,vas_09_99
JB24.Z,"Multiple delivery, unspecified",VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O84,vas_09_99,vas_09_99
JB2Z,"Delivery, unspecified",VAs-09.99,vas_09_99,range,JB20-JB2Z,26,ICD-11 2026-01 range JB20-JB2Z,O80-O84,vas_09_99,vas_09_99
JB40,Infections in the puerperium,VAs-09.06,vas_09_06,range,JB40,8,ICD-11 2026-01 range JB40,O86,vas_09_99,vas_09_99
JB40.0,Puerperal sepsis,VAs-09.06,vas_09_06,range,JB40,8,ICD-11 2026-01 range JB40,O85,vas_09_06,vas_09_06
JB40.1,Infection of obstetric surgical wound,VAs-09.06,vas_09_06,range,JB40,8,ICD-11 2026-01 range JB40,O86.0,vas_09_99,vas_09_99
JB40.2,Other infection of genital tract following delivery,VAs-09.06,vas_09_06,range,JB40,8,ICD-11 2026-01 range JB40,O86.1,vas_09_99,vas_09_99
JB40.3,Urinary tract infection following delivery,VAs-09.06,vas_09_06,range,JB40,8,ICD-11 2026-01 range JB40,O86.2,vas_09_99,vas_09_99
JB40.4,Pyrexia of unknown origin following delivery,VAs-09.06,vas_09_06,range,JB40,8,ICD-11 2026-01 range JB40,O86.4,vas_09_99,vas_09_99
JB40.Y,Other specified infections in the puerperium,VAs-09.06,vas_09_06,range,JB40,8,ICD-11 2026-01 range JB40,O86.8,vas_09_99,vas_09_99
JB40.Z,"Infections in the puerperium, unspecified",VAs-09.06,vas_09_06,range,JB40,8,ICD-11 2026-01 range JB40,O86,vas_09_99,vas_09_99
JB41,Venous complications in the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O87,vas_09_99,vas_09_99
JB41.0,Superficial thrombophlebitis in the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O87.0,vas_09_99,vas_09_99
JB41.1,Deep phlebothrombosis in the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O87.1,vas_09_99,vas_09_99
JB41.2,Haemorrhoids in the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O87.2,vas_09_99,vas_09_99
JB41.3,Cerebral venous thrombosis in the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O87.3,vas_09_99,vas_09_99
JB41.Y,Other specified venous complications in the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O87.8,vas_09_99,vas_09_99
JB41.Z,"Venous complications in the puerperium, unspecified",VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O87,vas_09_99,vas_09_99
JB42,Obstetric embolism,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O88,vas_09_99,vas_09_99
JB42.0,Obstetric air embolism,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O88.0,vas_09_99,vas_09_99
JB42.1,Amniotic fluid embolism,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O88.1,vas_09_99,vas_09_99
JB42.2,Obstetric blood-clot embolism,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O88.2,vas_09_99,vas_09_99
JB42.3,Obstetric pyaemic or septic embolism,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O88.3,vas_09_99,vas_09_99
JB42.Y,Other specified obstetric embolism,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O88.8,vas_09_99,vas_09_99
JB42.Z,"Obstetric embolism, unspecified",VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O88,vas_09_99,vas_09_99
JB43,Complications of anaesthesia during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89,vas_09_99,vas_09_99
JB43.0,Pulmonary complications of anaesthesia during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.0,vas_09_99,vas_09_99
JB43.1,Cardiac complications of anaesthesia during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.1,vas_09_99,vas_09_99
JB43.2,Central nervous system complications of anaesthesia during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.2,vas_09_99,vas_09_99
JB43.3,Spinal or epidural anaesthesia-induced headache during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.4,vas_09_99,vas_09_99
JB43.4,Other complications of spinal or epidural anaesthesia during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.5,vas_09_99,vas_09_99
JB43.5,Failed or difficult intubation during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.6,vas_09_99,vas_09_99
JB43.50,Failed intubation during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.6,vas_09_99,vas_09_99
JB43.51,Difficult intubation during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.6,vas_09_99,vas_09_99
JB43.5Y,Other specified failed or difficult intubation during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.6,vas_09_99,vas_09_99
JB43.5Z,"Failed or difficult intubation during the puerperium, unspecified",VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.6,vas_09_99,vas_09_99
JB43.6,Awareness under general anaesthesia during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89,vas_09_99,vas_09_99
JB43.Y,Other specified complications of anaesthesia during the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89.8,vas_09_99,vas_09_99
JB43.Z,"Complications of anaesthesia during the puerperium, unspecified",VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O89,vas_09_99,vas_09_99
JB44,Certain specified complications of the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90,vas_09_99,vas_09_99
JB44.0,Disruption of caesarean section wound,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90.0,vas_09_99,vas_09_99
JB44.1,Disruption of perineal obstetric wound,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90.1,vas_09_99,vas_09_99
JB44.2,Haematoma of obstetric wound,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90.2,vas_09_99,vas_09_99
JB44.3,Cardiomyopathy in the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90.3,vas_09_99,vas_09_99
JB44.4,Postpartum acute renal failure,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90.4,vas_09_99,vas_09_99
JB44.5,Postpartum thyroiditis,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90.5,vas_09_99,vas_09_99
JB44.6,Puerperal osteomalacia,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,M83.0,vas_98,vas_98
JB44.Y,Other specified complications of the puerperium,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90.8,vas_09_99,vas_09_99
JB44.Z,"Complications of the puerperium, unspecified",VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O90,vas_09_99,vas_09_99
JB45,Infections of breast associated with childbirth,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O91,vas_09_99,vas_09_99
JB45.0,Abscess of breast associated with childbirth,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O91.1,vas_09_99,vas_09_99
JB45.1,Nonpurulent mastitis associated with childbirth,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O91.2,vas_09_99,vas_09_99
JB45.Y,Other specified infections of breast associated with childbirth,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O91,vas_09_99,vas_09_99
JB45.Z,"Infections of breast associated with childbirth, unspecified",VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O91,vas_09_99,vas_09_99
JB46,Certain specified disorders of breast or lactation associated with childbirth,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92,vas_09_99,vas_09_99
JB46.0,Retracted nipple associated with childbirth,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92.0,vas_09_99,vas_09_99
JB46.1,Cracked nipple associated with childbirth,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92.1,vas_09_99,vas_09_99
JB46.2,Other or unspecified disorders of breast associated with childbirth,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92.2,vas_09_99,vas_09_99
JB46.3,Agalactia,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92.3,vas_09_99,vas_09_99
JB46.4,Hypogalactia,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92.4,vas_09_99,vas_09_99
JB46.5,Suppressed lactation,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92.5,vas_09_99,vas_09_99
JB46.6,Galactorrhoea,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92.6,vas_09_99,vas_09_99
JB46.7,Other or unspecified disorders of lactation,VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O92.7,vas_09_99,vas_09_99
JB4Z,"Complications predominantly related to the puerperium, unspecified",VAs-09.99,vas_09_99,range,JB41-JB4Z,53,ICD-11 2026-01 range JB41-JB4Z,O85-O92,multiple:vas_09_06|vas_09_99,multiple:vas_09_06|vas_09_99
JB60,Obstetric death of unspecified cause,VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O95,vas_09_99,vas_09_99
JB61,Death from any obstetric cause occurring more than 42 days but less than one year after delivery,VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O96,vas_09_99,vas_09_99
JB61.0,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O96.0,vas_09_99,vas_09_99
JB61.1,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O96.1,vas_09_99,vas_09_99
JB61.Z,"Death from obstetric cause occurring more than 42 days but less than one year after delivery, unspecified whether direct or indirect",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O96,vas_09_99,vas_09_99
JB62,Death from sequelae of obstetric causes,VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O97,vas_09_99,vas_09_99
JB62.0,Death from sequelae of direct obstetric cause,VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O97.0,vas_09_99,vas_09_99
JB62.1,Death from sequelae of indirect obstetric cause,VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O97.1,vas_09_99,vas_09_99
JB62.Z,"Death from sequelae of obstetric causes, unspecified",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O97,vas_09_99,vas_09_99
JB63,"Maternal infectious diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98,vas_09_99,vas_09_99
JB63.0,"Tuberculosis complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.0,vas_09_99,vas_09_99
JB63.00,Tuberculous placenta,VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.0,vas_09_99,vas_09_99
JB63.0Y,"Other specified tuberculosis complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.0,vas_09_99,vas_09_99
JB63.0Z,"Tuberculosis complicating pregnancy, childbirth or the puerperium, unspecified",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.0,vas_09_99,vas_09_99
JB63.1,"Syphilis complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.1,vas_09_99,vas_09_99
JB63.2,"Gonorrhoea complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.2,vas_09_99,vas_09_99
JB63.3,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.3,vas_09_99,vas_09_99
JB63.4,"Viral hepatitis complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.4,vas_09_99,vas_09_99
JB63.5,"Other viral diseases complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.5,vas_09_99,vas_09_99
JB63.6,"Protozoal diseases complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.6,vas_09_99,vas_09_99
JB63.60,"Malaria complicating pregnancy, childbirth, or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.6,vas_09_99,vas_09_99
JB63.6Y,"Other specified protozoal diseases complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.6,vas_09_99,vas_09_99
JB63.6Z,"Protozoal diseases complicating pregnancy, childbirth or the puerperium, unspecified",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.6,vas_09_99,vas_09_99
JB63.7,"Human immunodeficiency disease complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.7,vas_09_99,vas_09_99
JB63.Y,"Other specified maternal infectious diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98.8,vas_09_99,vas_09_99
JB63.Z,"Maternal infectious diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium, unspecified",VAs-09.99,vas_09_99,range,JB60-JB63,26,ICD-11 2026-01 range JB60-JB63,O98,vas_09_99,vas_09_99
JB64,"Certain maternal diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,owner_fallback,,1,Owner decision 5b (2026-09-24): crosswalk O99 suggests vas_09_99,O99,vas_09_99,vas_09_99
JB64.0,"Anaemia complicating pregnancy, childbirth or the puerperium",VAs-09.07,vas_09_07,range,JB64.0,1,ICD-11 2026-01 range JB64.0,O99.0,vas_09_07,vas_09_07
JB64.1,"Other diseases of the blood or blood-forming organs or certain disorders involving the immune mechanism complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99.1,vas_09_99,vas_09_99
JB64.2,"Endocrine, nutritional or metabolic diseases complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99.2,vas_09_99,vas_09_99
JB64.3,"Diseases of the nervous system complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99.3,vas_09_99,vas_09_99
JB64.4,"Diseases of the circulatory system complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99.4,vas_09_99,vas_09_99
JB64.5,"Diseases of the respiratory system complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99.5,vas_09_99,vas_09_99
JB64.6,"Diseases of the digestive system complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99.6,vas_09_99,vas_09_99
JB64.7,"Diseases of the skin complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99.7,vas_09_99,vas_09_99
JB64.8,Congenital anomaly complicating pregnancy,VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99,vas_09_99,vas_09_99
JB64.Y,"Other specified maternal diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O99.8,vas_09_99,vas_09_99
JB65,"Sequelae of complication of pregnancy, childbirth or the puerperium",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O94-O99,multiple:vas_09_07|vas_09_99,multiple:vas_09_07|vas_09_99
JB6Y,"Other specified obstetric conditions, not elsewhere classified",VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O94-O99,multiple:vas_09_07|vas_09_99,multiple:vas_09_07|vas_09_99
JB6Z,Unspecified obstetric condition,VAs-09.99,vas_09_99,range,JB64.1-JB6Z,12,ICD-11 2026-01 range JB64.1-JB6Z,O94-O99,multiple:vas_09_07|vas_09_99,multiple:vas_09_07|vas_09_99
KA00,Fetus or newborn affected by maternal conditions that may be unrelated to present pregnancy,VAs-10.99,vas_10_99,range,KA00-KA0Z,85,ICD-11 2026-01 range KA00-KA0Z,P00,vas_10_99,vas_10_99
KA00.0,Fetus or newborn affected by maternal hypertensive disorders,VAs-10.99,vas_10_99,range,KA00-KA0Z,85,ICD-11 2026-01 range KA00-KA0Z,P00.0,vas_10_99,vas_10_99
KA00.1,Fetus or newborn affected by gestational oedema or proteinuria without hypertension,VAs-10.99,vas_10_99,range,KA00-KA0Z,85,ICD-11 2026-01 range KA00-KA0Z,P00,vas_10_99,vas_10_99
KA00.2,Fetus or newborn affected by maternal renal or urinary tract diseases,VAs-10.99,vas_10_99,range,KA00-KA0Z,85,ICD-11 2026-01 range KA00-KA0Z,P00.1,vas_10_99,vas_10_99
KA00.3,Fetus or newborn affected by maternal infectious diseases,VAs-10.99,vas_10_99,range,KA00-KA0Z,85,ICD-11 2026-01 range KA00-KA0Z,P00.2,vas_10_99,vas_10_99
KA00.4,Fetus or newborn affected by periodontal disease in mother,VAs-10.99,vas_10_99,range,KA00-KA0Z,85,ICD-11 2026-01 range KA00-KA0Z,P00,vas_10_99,vas_10_99
KA00.5,Fetus or newborn affected by maternal respiratory diseases,VAs-10.99,vas_10_99,range,KA00-KA0Z,85,ICD-11 2026-01 range KA00-KA0Z,P00,vas_10_99,vas_10_99
KA00.6,Fetus or newborn affected by maternal nutritional disorders,VAs-10.99,vas_10_99,range,KA00-KA0Z,85,ICD-11 2026-01 range KA00-KA0Z,P00.4,vas_10_99,vas_10_99
