review_type,code,title,va_code,token,detail,decision
crosswalk_disagreement,EC20,Genetic disorders of keratinisation,VAs-10.06,L99.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EC20.2,Hereditary acantholytic dermatoses,VAs-10.06,L11.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EC20.Y,Other specified genetic disorders of keratinisation,VAs-10.06,L99.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EC21.4,Genetically-determined hypertrichosis,VAs-10.06,L68.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EC23.0,Non-syndromic genetically-determined hypermelanosis or lentiginosis,VAs-10.06,L81.4,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EC23.1,Syndromic genetically-determined hypermelanosis or lentiginosis,VAs-10.06,L81.4,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EC23.2,Albinism or other specified genetically-determined hypomelanotic disorders,VAs-10.06,E70.3,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EC23.20,Oculocutaneous albinism,VAs-10.06,E70.3,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EC23.2Y,Other specified genetically-determined hypomelanotic disorders,VAs-10.06,E70.3,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EE12,Infections of the nail or perionychium,VAs-01.99,L60,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EE12.0,Acute bacterial paronychia,VAs-01.99,L60,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EE12.1,Onychomycosis,VAs-01.99,L60,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EE12.Y,Other specified infections of the nail or perionychium,VAs-01.99,L60,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EE12.Z,"Infections of the nail or perionychium, unspecified",VAs-01.99,L60,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EE41.0,Cutis laxa,VAs-98,Q82.8,generated vas_98; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EF02.2,Lipoedema,VAs-98,R60.9,generated vas_98; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EF20.0,Venous lake,VAs-98,I78.1,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EF20.3,Spider telangiectasis,VAs-98,I78.1,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EF20.4,Generalised essential telangiectasia,VAs-98,I78.1,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,EG61,Infections of the anus or perianal skin,VAs-01.99,K62.8,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,FA90,Infection of vertebra,VAs-01.99,M46.2,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,FA90.0,Infection of vertebra with no determinant,VAs-01.99,M46.2,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,FA90.1,Infection of vertebra with determinants,VAs-01.99,M46.2,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,FA90.Y,Other specified infection of vertebra,VAs-01.99,M46.2,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,FA90.Z,"Infection of vertebra, unspecified",VAs-01.99,M46.2,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,FA91,Infection of intervertebral disc,VAs-01.99,M46.3,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,FB30,Infectious myositis,VAs-01.99,M60.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00,Vulvitis,VAs-01.99,N76,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00.0,Acute vulvitis,VAs-01.99,N76.2,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00.1,"Subacute, chronic or recurrent vulvitis",VAs-01.99,N76.3,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00.2,Abscess of vulva,VAs-01.99,N76.4,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00.3,Genital ulcer of vulva,VAs-01.99,N76.6,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00.4,Vulvovaginal ulceration or inflammation,VAs-01.99,N76,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00.40,Vulvovaginal ulceration,VAs-01.99,N76,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00.41,Vulvovaginal inflammation,VAs-01.99,N76,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA00.Z,"Vulvitis, unspecified",VAs-01.99,N76,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01,"Inflammatory disorders of the uterus, except cervix",VAs-01.99,N71,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.0,Acute inflammatory disease of uterus,VAs-01.99,N71.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.00,Acute endometritis,VAs-01.99,N71.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.01,Acute inflammatory disease of uterus with pyometra,VAs-01.99,N71.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.0Z,"Acute inflammatory disease of uterus, unspecified",VAs-01.99,N71.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.1,Chronic inflammatory disease of uterus,VAs-01.99,N71.1,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.10,Chronic endometritis,VAs-01.99,N71.1,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.11,Chronic inflammatory disease of uterus with pyometra,VAs-01.99,N71.1,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.1Z,"Chronic inflammatory disease of uterus, unspecified",VAs-01.99,N71.1,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.Y,"Other specified inflammatory disorders of the uterus, except cervix",VAs-01.99,N71,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA01.Z,"Inflammatory disorders of the uterus, except cervix, unspecified",VAs-01.99,N71,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA02,Vaginitis,VAs-01.99,N76,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA02.0,Acute vaginitis,VAs-01.99,N76.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA02.1,Inflammatory vaginitis,VAs-01.99,N76.8,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA02.2,Subacute or chronic vaginitis,VAs-01.99,N76.1,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA02.3,Genital ulcer disease of vagina,VAs-01.99,N76.5,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA02.Z,"Vaginitis, unspecified",VAs-01.99,N76,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA05,Female pelvic inflammatory diseases,VAs-01.99,N73,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA05.0,Acute female pelvic inflammatory disease,VAs-01.99,N73.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA05.1,Chronic pelvic inflammatory disease,VAs-01.99,N73.1,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA05.2,Female pelvic peritonitis,VAs-01.99,N73.5,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA05.3,Tuboovarian abscess,VAs-01.99,N73,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA05.Y,Other specified female pelvic inflammatory diseases,VAs-01.99,N73.8,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA05.Z,"Female pelvic inflammatory diseases, unspecified",VAs-01.99,N73,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA07,Salpingitis or oophoritis,VAs-01.99,N70,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA07.0,Acute salpingitis or oophoritis,VAs-01.99,N70.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA07.1,Chronic salpingitis or oophoritis,VAs-01.99,N70.1,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GA07.Z,"Salpingitis or oophoritis, unspecified",VAs-01.99,N70,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GB02,Orchitis or epididymitis,VAs-01.99,N45,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GB02.0,"Orchitis, epididymitis or epididymo-orchitis with abscess",VAs-01.99,N45.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GB02.1,"Orchitis, epididymitis or epididymo-orchitis without abscess",VAs-01.99,N45.9,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GB02.Z,"Orchitis or epididymitis, unspecified",VAs-01.99,N45,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GC08,"Urinary tract infection, site not specified",VAs-01.99,N30-N39,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GC08.0,"Urinary tract infection, site not specified, due to Escherichia coli",VAs-01.99,N30-N39,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GC08.1,"Urinary tract infection, site not specified, due to Klebsiella pneumoniae",VAs-01.99,N30-N39,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GC08.2,"Urinary tract infection, site not specified, due to Proteus",VAs-01.99,N30-N39,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GC08.Y,"Urinary tract infection, site not specified due to other agent",VAs-01.99,N30-N39,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,GC08.Z,"Urinary tract infection, site and agent not specified",VAs-01.99,N30-N39,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00,Abortion,VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.1,Induced abortion,VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.10,"Induced abortion, incomplete, complicated by genital tract or pelvic infection",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.11,"Induced abortion, incomplete, complicated by delayed or excessive haemorrhage",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.12,"Induced abortion, incomplete, complicated by embolism",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.13,"Induced abortion, incomplete, with other or unspecified complications",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.14,"Induced abortion, incomplete, without complication",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.15,"Induced abortion, complete or unspecified, complicated by genital tract or pelvic infection",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.16,"Induced abortion, complete or unspecified, complicated by delayed or excessive haemorrhage",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA00.17,"Induced abortion, complete or unspecified, complicated by embolism",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA0Z,"Abortive outcome of pregnancy, unspecified",VAs-09.02,O00-O08,generated vas_09_02; WHO_2022_VA multiple:vas_09_01|vas_09_02|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_01|vas_09_02|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA40,Haemorrhage in early pregnancy,VAs-09.04,O20,generated vas_09_04; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA40.0,Threatened abortion,VAs-09.04,O20.0,generated vas_09_04; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA40.Y,Other specified haemorrhage in early pregnancy,VAs-09.04,O20.8,generated vas_09_04; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA40.Z,"Haemorrhage in early pregnancy, unspecified",VAs-09.04,O20,generated vas_09_04; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA8Y,"Maternal care related to other specified fetus, amniotic cavity or possible delivery problems",VAs-09.99,O30-O48,generated vas_09_99; WHO_2022_VA multiple:vas_09_04|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_04|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JA8Z,"Maternal care related to unspecified fetus, amniotic cavity or possible delivery problems",VAs-09.99,O30-O48,generated vas_09_99; WHO_2022_VA multiple:vas_09_04|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_04|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB0A.2,Postpartum inversion of uterus,VAs-09.99,N85.5,generated vas_09_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB0D.2,"Pyrexia during labour, not elsewhere classified",VAs-09.06,O75.2,generated vas_09_06; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB0D.7,"Failed application of vacuum extractor or forceps, unspecified",VAs-09.99,O66.5,generated vas_09_99; WHO_2022_VA vas_09_05; WHO_2022_VA_2026 ICD-10 vas_09_05,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB0D.8,"Failed trial of labour, unspecified",VAs-09.99,O66.4,generated vas_09_99; WHO_2022_VA vas_09_05; WHO_2022_VA_2026 ICD-10 vas_09_05,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB0Z,"Complications of labour or delivery, unspecified",VAs-09.99,O60-O75,generated vas_09_99; WHO_2022_VA multiple:vas_09_04|vas_09_05|vas_09_06|vas_09_08|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_04|vas_09_05|vas_09_06|vas_09_08|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB40,Infections in the puerperium,VAs-09.06,O86,generated vas_09_06; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB40.1,Infection of obstetric surgical wound,VAs-09.06,O86.0,generated vas_09_06; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB40.2,Other infection of genital tract following delivery,VAs-09.06,O86.1,generated vas_09_06; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB40.3,Urinary tract infection following delivery,VAs-09.06,O86.2,generated vas_09_06; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB40.4,Pyrexia of unknown origin following delivery,VAs-09.06,O86.4,generated vas_09_06; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB40.Y,Other specified infections in the puerperium,VAs-09.06,O86.8,generated vas_09_06; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB40.Z,"Infections in the puerperium, unspecified",VAs-09.06,O86,generated vas_09_06; WHO_2022_VA vas_09_99; WHO_2022_VA_2026 ICD-10 vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB44.6,Puerperal osteomalacia,VAs-09.99,M83.0,generated vas_09_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB4Z,"Complications predominantly related to the puerperium, unspecified",VAs-09.99,O85-O92,generated vas_09_99; WHO_2022_VA multiple:vas_09_06|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_06|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB65,"Sequelae of complication of pregnancy, childbirth or the puerperium",VAs-09.99,O94-O99,generated vas_09_99; WHO_2022_VA multiple:vas_09_07|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_07|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB6Y,"Other specified obstetric conditions, not elsewhere classified",VAs-09.99,O94-O99,generated vas_09_99; WHO_2022_VA multiple:vas_09_07|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_07|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,JB6Z,Unspecified obstetric condition,VAs-09.99,O94-O99,generated vas_09_99; WHO_2022_VA multiple:vas_09_07|vas_09_99; WHO_2022_VA_2026 ICD-10 multiple:vas_09_07|vas_09_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA2Y,Other specified disorders of newborn related to length of gestation or fetal growth,VAs-10.99,P05-P08,generated vas_10_99; WHO_2022_VA multiple:vas_10_01|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_01|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA2Z,"Disorders of newborn related to length of gestation or fetal growth, unspecified",VAs-10.99,P05-P08,generated vas_10_99; WHO_2022_VA multiple:vas_10_01|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_01|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA61,Other bacterial infections of the fetus or newborn,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA61.Z,"Bacterial infection of the fetus or newborn, unspecified",VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA63,Fungal infection of fetus or newborn,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA63.0,Malassezia infection in newborn,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA63.1,Neonatal aspergillosis,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA63.Y,Other specified fungal infection of fetus or newborn,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA63.Z,"Fungal infection of fetus or newborn, unspecified",VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
